Categories,Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Disasm Path,Function Clone Hash,Function Fingerprint,Function Referenced By,External Names,Suggested Name,Hit Count,Match Values,Strings In Body,Struct Accesses,Constants,Globals Accessed,Comments,Callers,Callees
network;result,00407f80,0x407f80,FUN_00407f80,,,Global,"undefined __cdecl FUN_00407f80(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, undefined8 param_8, undefined8 param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",3336,111,0,decompiled/FUN_00407f80__00407f80.c,decompiled/FUN_00407f80__00407f80.mmd,decompiled/FUN_00407f80__00407f80.asm,5055b5ab95ee8adf,fc6fbaa9fa6701a9f85f02a9f65703a9f44f04a9fd7b05a9fd430191ff033cd1,,,Network,2,Network;RESULT,_%02d;dys_yoga04_04_set,,0xfffff268;0xfffff288;0xfffff2a8;0xfffff2c8;0xfffff2e8;0xfffff308;0xfffff328;0xfffff348;0xfffff368;0xfffff388;0xfffff3a8;0xfffff3c8;0xfffff3e8;0xfffff408;0xfffff428;0xfffff448;0xfffff468;0xfffff488;0xfffff4a8;0xfffff4c8;0xfffff4e8;0xfffff508;0xfffff528;0xfffff548;0xfffff568;0xfffff588;0xfffff5a8;0x67e;0x684;0x68a;0x690;0x696;...,DAT_00004430+3@00004433(rw);s_rSetCommandFlushThreshold_04317000@04317000(rw);s_icipatingJob::WaitAllowParticipa_043174cd@043174cd(r);s_wParticipatingJob::WaitAllowPart_043174c8@043174c8(r);DAT_00004f4c@00004f4c(rw);DAT_00005954@00005954(rw);s_ause_0439b000@0439b000(rw);s_ironball_0439bb63@0439bb63(r);s_%02d/model.numdlb_043ac000@043ac000(rw);s_al_off_043ac241@043ac241(r);s__043ac247@043ac247(r);s_SceneParameter_043bd000@043bd000(rw);s_t_parts_hbg_00_043bdb95@043bdb95(r);s_ts_hbg_00_043bdb9a@043bdb9a(r);s__043cc000@043cc000(rw);s__043cce62@043cce62(r);...,,,FUN_0055c960;f;FUN_000002c0;PIA_OnPacketReceived
connect,0023acc0,0x23acc0,FUN_0023acc0,,,Global,"undefined __cdecl FUN_0023acc0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long * param_8, long param_9, long * param_10, long param_11, char * param_12, long * param_13, undefined8 param_14, undefined8 param_15)",936,30,1,decompiled/FUN_0023acc0__0023acc0.c,decompiled/FUN_0023acc0__0023acc0.mmd,decompiled/FUN_0023acc0__0023acc0.asm,07841c843372ad42,fc0f1af8fa6701a9f85f02a9f65703a9f44f04a9fd7b05a9fd430191ff0307d1,,,Connect,2,Connect,ConnectStationJob::ConnectionSucceeded;balloonScore_7650_base;dys_yoga04_04_set,,0xfffffde8;0x10a;0x112;0x11a;0x124;0x12d;0x131;0x13f;0x150;0x153;0x15d;0x162;0x16c;0x170;0x17a;0x183;0x196;0x19b;0x1a5;0x1a9;0x1b1;0x1b3;0x1bc;0x1c6;0x1c9;0x204;0x215;0x230;0x26a;0x277;0x27f;0x296;...,"DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);s_nn::nsd::ResolveEx()._04328000@04328000(rw);s_ection_04328500@04328500(rw);s_sending_042e5000@042e5000(rw);s_grationJobNew::WaitLocalHostMigr_042e5589@042e5589(rw);s_ause_0439b000@0439b000(rw);s_item_was_in_use,_and_could_not_b_0439b8e4@0439b8e4(rw);s_balloonScore_7650_base_0438a000@0438a000(rw);s_rationJob::HostMigrationSuccess_0438af40@0438af40(rw);s_dys_yoga04_04_set_043ee000@043ee000(rw);s__043eeef2@043eeef2(rw);...",,,FUN_001b0bb0;FUN_0022c120;FUN_001d6d40;FUN_001e6ab0;FUN_001e6a10;FUN_001b3400;FUN_001b61c0;FUN_001e6970;FUN_001b1400;FUN_001d6ca0;FUN_001b6710;FUN_001e6820;FUN_0022c040;FUN_001b6180;FUN_01717c00;FUN_001afe40;...
connect,001e0d80,0x1e0d80,FUN_001e0d80,,,Global,"undefined __cdecl FUN_001e0d80(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, undefined8 param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",900,44,4,decompiled/FUN_001e0d80__001e0d80.c,decompiled/FUN_001e0d80__001e0d80.mmd,decompiled/FUN_001e0d80__001e0d80.asm,50d05ad93cc601f1,ffc301d1f85f03a9f65704a9f44f05a9fd7b06a9fd830191168602f0d6d646f9,,,Connect,2,Connect,ConnectStationJob::ConnectionSucceeded,,0x121;0x168;0x184;0x190;0x194;0x198;0x19f;0x1a8;0x1ab;0x1b1;0x1dd;0x1e9;0x214;0x226;0x259;0x261;0x292;0x2b3;0x2c6;0x44104cb,"DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a3d80@052a3d80(r);s_olor_%dp_04410000@04410000(rw);s_string_""_044104cc@044104cc(rw);DAT_052a4000@052a4000(rw);DAT_052a4db8@052a4db8(r);s_ge_02_042c4000@042c4000(rw);s__set_042c435f@042c435f(rw)",,FUN_001f9460;FUN_001f90c0,FUN_001b3070;FUN_0021b410;FUN_01717c00;FUN_001b48e0;FUN_001b1400;FUN_001b4a10
connect,002350b0,0x2350b0,FUN_002350b0,,,Global,"undefined __cdecl FUN_002350b0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, uint * param_8, undefined8 param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",420,28,9,decompiled/FUN_002350b0__002350b0.c,decompiled/FUN_002350b0__002350b0.mmd,decompiled/FUN_002350b0__002350b0.asm,9dea89b319e80d20,f50f1df8f44f01a9fd7b02a9fd830091010800b9888302d008b543f91f0800f9,,,Connect,2,Connect,ConnectStationJob::ConnectionSucceeded,,0x10a;0x137;0x149;0x15a;0x1b1,DAT_052a7000@052a7000(rw);DAT_052a7768@052a7768(r);DAT_052a4000@052a4000(rw);DAT_052a4da8@052a4da8(r);DAT_052a4db0@052a4db0(r);DAT_052a4db8@052a4db8(r);DAT_052a3000@052a3000(rw);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,FUN_00245740;FUN_0024ac30;FUN_002af570;FUN_00258a50;FUN_002354e0,FUN_002384f0;FUN_01717c00;FUN_001b1400
connect,001d0b10,0x1d0b10,FUN_001d0b10,,,Global,"uint __cdecl FUN_001d0b10(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long * param_8, undefined8 param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",568,32,78,decompiled/FUN_001d0b10__001d0b10.c,decompiled/FUN_001d0b10__001d0b10.mmd,decompiled/FUN_001d0b10__001d0b10.asm,d62ee2cace165c15,ffc301d1f91300f9f85f03a9f65704a9f44f05a9fd7b06a9fd830191968602f0,,,Connect,2,Connect,ConnectStationJob::ConnectionSucceeded,,0x161;0x17e;0x186;0x1b1;0x1bb;0x1ce,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,FUN_000c3a10;FUN_0010f210;FUN_0010ffc0;FUN_000daa70;FUN_002aa6b0;FUN_002aaad0;FUN_00278190;FUN_001d0830;FUN_000c3010;FUN_001d3580;FUN_00281a30;FUN_00241710;FUN_0027a720;FUN_0027cb30;FUN_0027eb50;FUN_0027b860;...,FUN_001d0b10;FUN_01717c00;GetHour;FUN_001d1af0;FUN_001b1400;FUN_001d1d80
connect,001e4500,0x1e4500,FUN_001e4500,,,Global,"undefined4 __cdecl FUN_001e4500(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, long param_9, size_t param_10, long * * param_11, undefined1 * param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",1196,40,1,decompiled/FUN_001e4500__001e4500.c,decompiled/FUN_001e4500__001e4500.mmd,decompiled/FUN_001e4500__001e4500.asm,c60663423fc8261d,ff8302d1fc6f04a9fa6705a9f85f06a9f65707a9f44f08a9fd7b09a9fd430291,,,Connect,2,Connect,ConnectStationJob::ConnectionSucceeded,,0x105;0x116;0x127;0x129;0x12c;0x12e;0x130;0x133;0x148;0x14d;0x168;0x180;0x186;0x190;0x192;0x197;0x1a2;0x1b1;0x1b9;0x1e2;0x1ec;0x1f7;0x20c;0x232;0x238;0x25c;0x283;0x2a6;0x2cd;0x2e7;0x2f5;0x2f9;...,"DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);s_tES3_NS0_19SocketDriverDeleterEE_0449b000@0449b000(rw);s_n3nex12ObjectThreadINS0_13Worker_0449be33@0449be33(rw);s_2ObjectThreadINS0_13WorkerThread_0449be39@0449be39(rw);s_olor_%dp_04410000@04410000(rw);s_string_""_044104cc@044104cc(rw);DAT_0449be79@0449be79(rw);DAT_052a3d80@052a3d80(r);DAT_0449be60@0449be60(rw);PTR_DAT_0449c000@0449c000(rw);s_QueuingSocketE_0449c8aa@0449c8aa(rw);...",,,FUN_001b1920;FUN_0021c210;FUN_001b3230;FUN_001b4f00;FUN_001b1400;FUN_001bec40;FUN_001f2ca0;FUN_001b4a10;FUN_0021c0f0;FUN_001b3240;FUN_001b3070;FUN_001af950;FUN_01717c00;FUN_001f2b80;FUN_001f2040;FUN_001b1500;...
ip,02486920,0x2486920,FUN_02486920,,,Global,undefined8 __cdecl FUN_02486920(ulong param_1),10504,696,12,decompiled/FUN_02486920__02486920.c,decompiled/FUN_02486920__02486920.mmd,decompiled/FUN_02486920__02486920.asm,f7da62dea61fc219,e80300aa09179fd28937a5f2089d40922902c0f2e0031f2a1f0109eb0c060054,,,IP,2,IP;iP,,,0x100;0x101;0x102;0x103;0x104;0x105;0x106;0x107;0x108;0x109;0x10a;0x10b;0x10c;0x10d;0x10e;0x10f;0x110;0x111;0x112;0x113;0x114;0x115;0x116;0x117;0x118;0x119;0x11a;0x11b;0x11c,DAT_00002478+5@0000247d(rw);DAT_0000f618+3@0000f61b(rw);DAT_00002248@00002248(rw);DAT_0000d6a7@0000d6a7(rw);DAT_0000d6a8@0000d6a8(rw);DAT_00003d6c@00003d6c(rw);DAT_0000d4f5@0000d4f5(rw);DAT_000038b0+1@000038b1(rw);DAT_0000bce8+6@0000bcee(rw);DAT_0000a45c@0000a45c(rw);DAT_00009930@00009930(rw);DAT_0000d8b8@0000d8b8(rw);DAT_0000cba0@0000cba0(rw);DAT_0000424d@0000424d(rw);DAT_00003260@00003260(rw);DAT_0000fe45@0000fe45(rw);...,,FUN_02592580;FUN_032a5500;FUN_02597d38;FUN_0065ebe0;FUN_01e7cdb8;FUN_032a1e20;FUN_0259768c,
connect,001d2670,0x1d2670,FUN_001d2670,,,Global,"undefined __cdecl FUN_001d2670(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, undefined8 param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",672,29,1,decompiled/FUN_001d2670__001d2670.c,decompiled/FUN_001d2670__001d2670.mmd,decompiled/FUN_001d2670__001d2670.asm,8c00b81abd8d3b3f,ff8301d1f65703a9f44f04a9fd7b05a9fd430191f30300aa00118052b174ff97,,,Connect,2,Connect;connect,ConnectStationJob::ConnectionSucceeded,,0x100;0x115;0x15a;0x163;0x169;0x171;0x179;0x19b;0x1ac;0x1b1;0x1c7;0x1e8;0x4410dd7,DAT_052a3000@052a3000(rw);DAT_052a3d80@052a3d80(r);s_olor_%dp_04410000@04410000(rw);s_connected_04410df7@04410df7(rw);DAT_052a5000@052a5000(rw);DAT_052a5970@052a5970(r);DAT_052a5c10@052a5c10(r);DAT_052a5c18@052a5c18(r);DAT_052a5c20@052a5c20(r);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a5b88@052a5b88(r),,FUN_001d2650,FUN_001af950;FUN_001d8920;FUN_01717c00;FUN_001b48e0;FUN_001b1400;FUN_001b4a10
connect,00248330,0x248330,FUN_00248330,,,Global,"undefined __cdecl FUN_00248330(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, long * param_9, undefined1 * param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",908,55,1,decompiled/FUN_00248330__00248330.c,decompiled/FUN_00248330__00248330.mmd,decompiled/FUN_00248330__00248330.asm,9fd8deae8b54c581,ff8301d1f85f02a9f65703a9f44f04a9fd7b05a9fd430191d88202f018d746f9,,,Connect,2,Connect,ConnectStationJob::ConnectionSucceeded,,0x102;0x106;0x10c;0x10f;0x112;0x118;0x11a;0x127;0x129;0x12b;0x136;0x138;0x140;0x141;0x145;0x148;0x14e;0x150;0x155;0x159;0x15b;0x17e;0x180;0x1a2;0x1b1;0x1c0;0x1f8;0x200;0x232;0x24d;0x27e;0x2ac;...,"DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a6000@052a6000(rw);DAT_052a6a30@052a6a30(r);DAT_052a5000@052a5000(rw);DAT_052a5970@052a5970(r);DAT_052a5bd0@052a5bd0(r);DAT_00001000@00001000(rw);DAT_052a5c28@052a5c28(r);DAT_052a6a38@052a6a38(r);s_olor_%dp_04410000@04410000(rw);s_string_""_044104cc@044104cc(rw);...",,,operator=;FUN_001d3e60;FUN_001af950;FUN_01717c00;FUN_001d39d0;FUN_001b1400;FUN_001ccef0;FUN_001cce00
connect,00208f10,0x208f10,FUN_00208f10,,,Global,"undefined __cdecl FUN_00208f10(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, long param_9, undefined8 * param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",1452,96,1,decompiled/FUN_00208f10__00208f10.c,decompiled/FUN_00208f10__00208f10.mmd,decompiled/FUN_00208f10__00208f10.asm,67bdffe6f6ab574b,ffc301d1fc6f01a9fa6702a9f85f03a9f65704a9f44f05a9fd7b06a9fd830191,,,Connect,2,Connect,ConnectStationJob::ConnectionSucceeded,,0x11d;0x122;0x144;0x14e;0x150;0x153;0x185;0x19d;0x1b1;0x1ba;0x1d0;0x1d8;0x20a;0x211;0x21e;0x292;0x2d1;0x2d3;0x325;0x32b;0x32d;0x330;0x334;0x3a6;0x3dc;0x3f1;0x3f6;0x3fc;0x402;0x41a;0x41c;0x41e;...,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a4000@052a4000(rw);DAT_052a4db8@052a4db8(r),,FUN_00208290,FUN_001b1920;FUN_01412110;f;FUN_01717c00;GetHour;FUN_001b1400
session,00133fe0,0x133fe0,FUN_00133fe0,,,Global,"undefined __cdecl FUN_00133fe0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long * param_8, long param_9, uint param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",3124,168,1,decompiled/FUN_00133fe0__00133fe0.c,decompiled/FUN_00133fe0__00133fe0.mmd,decompiled/FUN_00133fe0__00133fe0.asm,a2d46eb98b97f514,ff4304d1fc5b00f9fa670ca9f85f0da9f6570ea9f44f0fa9fd7b10a9fd030491,,,Session,2,Session,balloonScore_7650_base,,0xfffffef8;0x111;0x139;0x1b1;0x1e1;0x1f4;0x1f8;0x211;0x2ab;0x2bd;0x2c1;0x2da;0x374;0x386;0x38a;0x397;0x43c;0x44f;0x453;0x46c;0x530;0x534;0x541;0x5e2;0x5f4;0x5f8;0x611;0x6ab;0x6bd;0x6c1;0x6ce;0x770;...,DAT_052a4000@052a4000(rw);DAT_052a4be0@052a4be0(r);DAT_052a5000@052a5000(rw);DAT_052a5be8@052a5be8(r);DAT_04497000@04497000(rw);DAT_04497848@04497848(rw);DAT_052a5bf0@052a5bf0(r);DAT_052a5bf8@052a5bf8(r);DAT_04497848@04497848(r);DAT_0449784b@0449784b(r);DAT_04497849@04497849(r);DAT_0449784c@0449784c(r);DAT_0449784a@0449784a(r);DAT_0449784d@0449784d(r);DAT_052a4c00@052a4c00(r);DAT_052a4bf8@052a4bf8(r);...,,,nnsocketResolverSetOption;FUN_00135880;FUN_0013bb30;FUN_001387a0;FUN_0013bb40;FUN_00135980
ip,02525280,0x2525280,FUN_02525280,,,Global,"bool __cdecl FUN_02525280(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, ushort * param_8, ushort * param_9)",268,19,0,decompiled/FUN_02525280__02525280.c,decompiled/FUN_02525280__02525280.mmd,decompiled/FUN_02525280__02525280.asm,8edd53261171376a,fd7bbfa9fd0300910908403928084039a900003408010035e0030032fd7bc1a8,,,Ip,2,Ip,,,0x1b1;0x1d8;0x7cf;0x7d0;0x1fa0;0xffff,DAT_0000cccd@0000cccd(rw);DAT_0000cccc@0000cccc(rw),,,f
connect,0022a8f0,0x22a8f0,FUN_0022a8f0,,,Global,"undefined8 __cdecl FUN_0022a8f0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, size_t param_8, long param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",640,35,306,decompiled/FUN_0022a8f0__0022a8f0.c,decompiled/FUN_0022a8f0__0022a8f0.mmd,decompiled/FUN_0022a8f0__0022a8f0.asm,4e1f32a2b7202871,ff8302d1f92b00f9f85f06a9f65707a9f44f08a9fd7b09a9fd430291610100b4,,SendRMCMessage@ssbu-decomp:functions(-0x100),SendRMCMessage,2,Connect,ConnectStationJob::ConnectionSucceeded,,0x12e;0x145;0x14d;0x16b;0x174;0x17d;0x195;0x1b1,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a4000@052a4000(rw);DAT_052a4110@052a4110(r),,FUN_00267cf0;FUN_002506b0;FUN_0025cfe0;FUN_00258db0;FUN_0026bbb0;FUN_00273e10;FUN_0025b0d0;FUN_00252010;FUN_002508b0;FUN_0026fc30;FUN_0026f5b0;FUN_0024b7c0;FUN_00250060;FUN_00267af0;FUN_0026d000;FUN_0026d870;...,FUN_00235f80;operator=;FUN_001d0d80;FUN_0022a710;FUN_001e1930;FUN_01717c00;FUN_001e6ab0;FUN_001d0d90;FUN_001b1400
connect,002a2750,0x2a2750,FUN_002a2750,,,Global,"undefined __cdecl FUN_002a2750(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, undefined8 param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",508,23,0,decompiled/FUN_002a2750__002a2750.c,decompiled/FUN_002a2750__002a2750.mmd,decompiled/FUN_002a2750__002a2750.asm,db5faba6a31d53d3,f85fbca9f65701a9f44f02a9fd7b03a9fdc3009114a00291f30300aae00314aa,,,Connect,2,Connect,ConnectStationJob::ConnectionSucceeded,,0x100;0x104;0x107;0x11d;0x11f;0x12a;0x12c;0x140;0x148;0x159;0x16c;0x188;0x1b1;0x230;0x44104cb,"DAT_052a7000@052a7000(rw);DAT_052a76c0@052a76c0(r);DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a5000@052a5000(rw);DAT_052a5c28@052a5c28(r);DAT_052a7840@052a7840(r);s_olor_%dp_04410000@04410000(rw);s_string_""_044104cc@044104cc(rw)",,,FUN_0029d4d0;FUN_001af950;FUN_001d1690;FUN_001d6510;FUN_01717c00;FUN_001d4300;FUN_0029b9f0;FUN_001d3880;FUN_001b1400;FUN_001ccef0;FUN_001cce00;FUN_002499e0
connect,001e38f0,0x1e38f0,FUN_001e38f0,,,Global,"undefined __cdecl FUN_001e38f0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, uint * param_8, undefined8 param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",540,26,0,decompiled/FUN_001e38f0__001e38f0.c,decompiled/FUN_001e38f0__001e38f0.mmd,decompiled/FUN_001e38f0__001e38f0.asm,6ab39b322d6fc740,ff4301d1f65702a9f44f03a9fd7b04a9fd03019115860290b5d646f914860290,,,Connect,2,Connect,ConnectStationJob::ConnectionSucceeded,,0x10b;0x124;0x150;0x182;0x198;0x1a1;0x1b1;0x44104cb;0x449be30,"DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);DAT_052a5000@052a5000(rw);DAT_052a5f00@052a5f00(r);s_tES3_NS0_19SocketDriverDeleterEE_0449b000@0449b000(rw);s_n3nex12ObjectThreadINS0_13Worker_0449be33@0449be33(rw);s_iEE_0449be5b@0449be5b(rw);DAT_052a5c28@052a5c28(r);DAT_052a5f08@052a5f08(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a5ee0@052a5ee0(r);s_olor_%dp_04410000@04410000(rw);s_string_""_044104cc@044104cc(rw);...",,,FUN_001d3e60;FUN_001e3b10;FUN_01717c00;FUN_001b1400;FUN_001bf020;FUN_001f2ca0
connect,00205620,0x205620,FUN_00205620,,,Global,"uint __cdecl FUN_00205620(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long * param_8, undefined4 param_9, ulong param_10, long param_11, long param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",768,29,4,decompiled/FUN_00205620__00205620.c,decompiled/FUN_00205620__00205620.mmd,decompiled/FUN_00205620__00205620.asm,e70775a7e6ad6332,ff0304d1fb5300f9fa670ba9f85f0ca9f6570da9f44f0ea9fd7b0fa9fdc30391,,,Connect,2,Connect,ConnectStationJob::ConnectionSucceeded,,0x102;0x162;0x1a0;0x1a8;0x1b0;0x1b1;0x1e8;0x1eb;0x205;0x21d;0x21f;0x23a;0x278;0x28a,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a6000@052a6000(rw);DAT_052a6290@052a6290(r),,FUN_00202510,nnsocketResolverSetOption;FUN_0021a5f0;FUN_001bf000;FUN_01717c00;FUN_001bed20;FUN_001bec40;FUN_001b1400
connect,002a02c0,0x2a02c0,FUN_002a02c0,,,Global,"undefined __cdecl FUN_002a02c0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, undefined8 param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",508,23,0,decompiled/FUN_002a02c0__002a02c0.c,decompiled/FUN_002a02c0__002a02c0.mmd,decompiled/FUN_002a02c0__002a02c0.asm,18edbd796ea2b915,f85fbca9f65701a9f44f02a9fd7b03a9fdc3009114a00291f30300aae00314aa,,,Connect,2,Connect,ConnectStationJob::ConnectionSucceeded,,0x100;0x104;0x107;0x11d;0x11f;0x12a;0x12c;0x140;0x148;0x159;0x16c;0x188;0x1b1;0x230;0x44104cb,"DAT_052a7000@052a7000(rw);DAT_052a76c0@052a76c0(r);DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a5000@052a5000(rw);DAT_052a5c28@052a5c28(r);DAT_052a77e0@052a77e0(r);s_olor_%dp_04410000@04410000(rw);s_string_""_044104cc@044104cc(rw)",,,FUN_0029d4d0;FUN_001af950;FUN_001d1690;FUN_001d6510;FUN_01717c00;FUN_001d4300;FUN_0029b9f0;FUN_001d3880;FUN_001b1400;FUN_001ccef0;FUN_001cce00;FUN_002499e0
